,species,10023,10025,10029,10031,10036,10037,10038,10040,10046,10048,10052,10058,10060,10080,10092,10100,10105,10106,10107,10114,10132,10135,10144,10150,10151,10158,10169,10183,10188,10200,10206,10207,10208,10212,10215,10219,10221,10223,10226,10229,10231,10235,10244,10246,10250,10254,10258,10259,10262,10269,10271,10273,10274,10301,10302,10304,10315,10317,10318,10320,10325,10335,10339,10340,10341,10349,10350,10353,10354,10356,10357,10362,10364,10378,10456,10463,10465,10473,10486,10487,10489,10508,10510,10519,10537,10541,10543,10559,10570,10577,10585,10586,10589,10591,10592,10593,10618,10620,10621,10622,10627,10632,10639,10647,10657,10659,10661,10663,10678,10684,10698,10701,10716,10726,10733,10741,10776,10784,10794,10801,10804,10805,10807,10817,10835,10838,10850,10197,10272,10298,10390,10497,10504,10512,10515,10562,10583,10587,10788,10797,10802,10808,10832,10869,10889,10890,10907,10913,10924,10947,10968,10976,10990,11031,11035,11049,11057,11062,11106,11124,11159,11168,11170,11171,11203,11209,11210,11213,11223,11226,11227,11243,11255,11294,11299,11311,11343,11354,11369,11379,11389,11409,11413,11419,11431,11432,11434,11448,11449,11450,11451,11452,11454,11459,11464,11467,11473,11475,11477,11480,11486,11487,11489,11492,11495,11501,11513,11521,11524,11526,11527,11528,11580,11607,11626,11638,11641,11675,11682,11694,11710,11720,11754,11788,11796,11818,11821,11822,11873,11885,11927,11942,11955,11965,11984,11996,12016,12070,12082,12101,12106,12165,12197,12204,12242,12243,12276,12340,12370,12389,12396,Genus
0,Slackia exigua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slackia
1,Streptococcus gordonii,0.00828,0.0,0.01856,0.0,0.0,0.0,0.0,0.06261,0.0,0.0201,0.00471,0.0,0.00979,0.01003,0.00392,0.00552,0.0,0.06446,0.00587,0.0,0.03507,0.0,0.01415,0.01903,0.00565,0.0,0.0,0.0,0.0,0.0,0.0,0.06911,0.04512,0.00906,0.0,0.00302,0.0,0.00047,0.02759,0.01209,0.00436,0.06391,0.06218,0.0,0.0,0.0053,0.0,0.01121,0.0,0.01942,0.01731,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.07687,0.16422,0.0,0.0,0.0023,0.0,0.0,0.02018,0.0,0.0,0.0,0.0,0.0,0.00703,0.02336,0.06334,0.0,0.04359,0.0,0.12098,0.0,0.0,0.0,0.0,0.12415,0.0,0.0,0.00627,0.0,0.0,0.0,0.00281,0.01099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02903,0.03766,0.0,0.0,0.0,0.0,0.0,0.01732,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.0,0.0,0.11677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04805,0.0,0.0,0.00347,0.00931,0.0,0.0,0.0,0.00202,0.00107,0.0,0.0,0.00732,0.0,0.0,0.01223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01286,0.0,0.01394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00429,0.0,0.0,0.0,0.03193,0.0,0.04282,0.0084,0.0,0.02529,0.00245,0.01166,0.0,0.00793,0.0,0.0,0.00957,0.0,0.0,0.00171,0.0,0.0,0.01725,0.01383,0.14609,0.0,0.0,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01981,0.11454,0.0,0.04884,0.01599,0.01068,0.00788,0.0,0.01124,0.0,0.0,0.0,0.00242,0.00889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Streptococcus
2,Holdemania sp AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20087,0.19553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holdemania
3,Blautia hydrogenotrophica,0.0,0.00253,0.01134,0.0,0.0,0.0,0.04579,0.0,0.0,0.01386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00293,0.00075,0.0,0.00195,0.0,0.0,0.00648,0.0,0.0,0.0,0.0,0.0,0.09767,0.0,0.0,0.0,0.24489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.19502,0.0,0.03214,0.0,0.0,0.03593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048,0.01724,0.10408,0.2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04911,0.00535,0.0,0.0,0.0,0.0,0.0,0.00844,0.01232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32451,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.06747,0.0,0.0,0.0,0.0,0.0,0.03233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08594,0.0,0.0,0.0,0.0,0.0,0.01334,0.0,0.0,0.0,0.00162,0.0,0.0,0.02765,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03583,0.0,0.09764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673,0.01698,0.0,0.0,0.0,0.00753,0.0,0.0,0.00114,0.0,0.0,0.09784,0.0,0.0,0.0,0.0,0.0,0.00328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01173,0.0,0.01084,0.0,0.01406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blautia
4,Eubacterium hallii,0.11265,0.39314,0.44554,0.04018,0.28888,0.06043,0.0,0.14904,0.04018,0.9583,0.28963,0.14348,0.0,0.0,1.87727,0.0118,0.09358,0.05164,0.01744,0.0,0.09314,2.31128,0.09757,0.06729,0.21707,0.02488,0.02808,0.0,0.08084,0.49853,0.1578,0.03381,0.01852,0.4215,0.01424,0.0,0.24426,0.0,0.14236,0.15065,0.0115,0.19271,0.0517,0.0,0.3509,0.16776,0.13955,0.41709,0.0,0.21419,0.14999,0.3432,1.37605,0.48117,0.16563,5.69984,0.02837,0.00606,0.1657,0.07694,0.17667,0.34286,0.54033,0.49681,0.05351,0.19989,0.14967,0.00977,0.07808,0.07356,0.9587,0.00853,0.39587,0.13334,0.0,0.19149,0.11553,0.99029,0.13983,0.21852,0.28024,0.04573,0.0,0.01338,0.08084,0.04457,0.06915,0.35106,0.0,0.0571,0.02234,0.0,0.00438,0.0,0.02249,0.04589,0.26401,0.0038,0.0,0.0,0.0,0.0,0.0,0.04655,0.22483,0.00072,0.17504,0.05036,0.0,0.10511,0.0862,0.82139,0.0,0.02139,0.18313,0.0,2.29889,0.00628,0.007,0.0,0.13395,0.08765,0.0,0.05376,0.92087,0.04682,0.00141,0.0,0.0,0.52716,0.0,0.0,0.2647,0.0,0.27609,0.0,0.03184,0.0,0.02585,0.13359,0.0,0.08804,0.29923,0.62107,0.53565,0.07103,0.4842,0.05934,0.0,0.32032,0.26649,0.0472,0.0,0.08634,0.0,0.08179,0.0,0.01673,0.02147,0.02925,0.02204,0.00957,0.0,4.75055,0.00521,0.00383,0.14336,0.03095,0.11776,0.00823,0.06266,0.0,0.0,0.0,0.24511,0.00557,0.09336,0.144,0.0,0.04508,0.0,0.01174,0.02119,0.00205,0.03854,0.15829,0.00264,0.02762,0.03715,0.31808,0.05045,0.4985,0.20874,0.00602,0.02008,0.00172,0.01772,0.1482,1.27935,0.0,0.0,0.46933,0.00393,0.02509,0.21214,0.00737,0.00805,0.10623,0.19209,0.33785,0.73167,0.06946,0.0,0.01984,0.0,0.0,0.06954,0.33043,0.03708,0.49609,0.00103,0.0743,0.46282,0.08879,0.04663,0.04849,0.11707,0.0,0.00307,0.00707,0.0938,0.03901,0.04549,0.47373,0.10855,0.06886,0.02394,0.0,0.07319,0.51529,0.12121,0.0,0.21492,0.13568,0.05751,0.0,0.1088,0.0,0.0,0.02767,0.0,Eubacterium
5,Prevotella salivae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03317,0.00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prevotella
6,Clostridium bifermentans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clostridium
7,Paraprevotella unclassified,0.0,0.41414,0.0,0.07754,0.0,0.0,0.0,0.0,0.0,0.0,0.33828,0.0,0.0,0.0,0.0,0.69534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36376,0.0,0.0,0.0,0.0,0.21966,0.09043,0.0,0.0,0.40269,0.0,0.0,0.0,0.0,0.0,0.59244,0.0,0.0,0.21949,0.0,0.0,0.0,0.85569,0.0,0.64479,0.0,0.0,0.0,0.0,0.0,0.0,0.03843,0.0,0.0,0.0,0.0,0.0,0.0,0.1903,0.0,0.0,3.50504,0.0,0.0,1.32636,0.0,0.81481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71531,0.0,0.0769,0.0,0.43249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43237,0.64379,0.0,0.30424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25649,0.0,0.0,0.0,0.11404,0.0,0.11527,0.0,0.0,2.785,0.0,0.0,0.28457,0.0,0.0,0.0,0.0,0.92385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77371,0.0,0.0,0.0,0.0,0.0,0.0,0.45169,0.0,0.45138,0.0,0.0,2.64444,0.0,0.0,3.48581,0.0,7.96542,0.5752,2.39945,0.0,0.33128,0.0,0.0,0.0,0.0,0.90657,0.0,0.0,0.0,0.0,1.92903,1.16642,0.0,0.0,3.39132,0.0,0.0,0.15548,0.0,1.09481,0.0,1.3865,0.0,1.17547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63506,3.56315,0.0,0.39325,0.94956,0.0,0.40055,2.15045,0.0,0.42785,0.06613,0.0,0.0,0.0,2.92851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55414,0.0,0.37957,4.77116,0.0,0.0,0.0,0.17242,0.7914,0.0,0.0,0.0,0.0,0.38867,0.0,0.0,0.0,0.0,0.0,0.0,0.66121,1.13472,1.01314,0.0,2.10657,0.0,0.0,0.21998,0.28377,0.0,0.0,0.0,0.0,0.0,0.0,1.81504,0.0,0.0,0.0,0.0,Paraprevotella
8,Corynebacterium durum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00188,0.00254,0.0,0.0,0.0,0.0,0.0,0.0,0.06001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129,0.0,0.01339,0.0,0.0,0.00708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00494,0.01131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corynebacterium
