,flux,reaction,metabolite
EX_C02528_medium,1e-06,EX_C02528_medium,C02528_medium
EX_MGlcn100_rl_medium,1e-06,EX_MGlcn100_rl_medium,MGlcn100_rl_medium
EX_MGlcn102_rl_medium,1e-06,EX_MGlcn102_rl_medium,MGlcn102_rl_medium
EX_MGlcn10_medium,1e-06,EX_MGlcn10_medium,MGlcn10_medium
EX_MGlcn10_rl_medium,1e-06,EX_MGlcn10_rl_medium,MGlcn10_rl_medium
EX_MGlcn116_medium,1e-06,EX_MGlcn116_medium,MGlcn116_medium
EX_MGlcn116_rl_medium,1e-06,EX_MGlcn116_rl_medium,MGlcn116_rl_medium
EX_MGlcn12_medium,1e-06,EX_MGlcn12_medium,MGlcn12_medium
EX_MGlcn12_rl_medium,1e-06,EX_MGlcn12_rl_medium,MGlcn12_rl_medium
EX_MGlcn14_rl_medium,1e-06,EX_MGlcn14_rl_medium,MGlcn14_rl_medium
EX_MGlcn180_rl_medium,1e-06,EX_MGlcn180_rl_medium,MGlcn180_rl_medium
EX_MGlcn186_medium,1e-06,EX_MGlcn186_medium,MGlcn186_medium
EX_MGlcn186_rl_medium,1e-06,EX_MGlcn186_rl_medium,MGlcn186_rl_medium
EX_MGlcn187_medium,1e-06,EX_MGlcn187_medium,MGlcn187_medium
EX_MGlcn187_rl_medium,1e-06,EX_MGlcn187_rl_medium,MGlcn187_rl_medium
EX_MGlcn188_medium,1e-06,EX_MGlcn188_medium,MGlcn188_medium
EX_MGlcn188_rl_medium,1e-06,EX_MGlcn188_rl_medium,MGlcn188_rl_medium
EX_MGlcn189_medium,1e-06,EX_MGlcn189_medium,MGlcn189_medium
EX_MGlcn189_rl_medium,1e-06,EX_MGlcn189_rl_medium,MGlcn189_rl_medium
EX_MGlcn190_medium,1e-06,EX_MGlcn190_medium,MGlcn190_medium
EX_MGlcn190_rl_medium,1e-06,EX_MGlcn190_rl_medium,MGlcn190_rl_medium
EX_MGlcn191_medium,1e-06,EX_MGlcn191_medium,MGlcn191_medium
EX_MGlcn191_rl_medium,1e-06,EX_MGlcn191_rl_medium,MGlcn191_rl_medium
EX_MGlcn192_medium,1e-06,EX_MGlcn192_medium,MGlcn192_medium
EX_MGlcn192_rl_medium,1e-06,EX_MGlcn192_rl_medium,MGlcn192_rl_medium
EX_MGlcn193_medium,1e-06,EX_MGlcn193_medium,MGlcn193_medium
EX_MGlcn194_medium,1e-06,EX_MGlcn194_medium,MGlcn194_medium
EX_MGlcn196_medium,7.499999999999999e-07,EX_MGlcn196_medium,MGlcn196_medium
EX_MGlcn196_rl_medium,1e-06,EX_MGlcn196_rl_medium,MGlcn196_rl_medium
EX_MGlcn19_rl_medium,1e-06,EX_MGlcn19_rl_medium,MGlcn19_rl_medium
EX_MGlcn2_medium,1e-06,EX_MGlcn2_medium,MGlcn2_medium
EX_MGlcn2_rl_medium,1e-06,EX_MGlcn2_rl_medium,MGlcn2_rl_medium
EX_MGlcn3_medium,1e-06,EX_MGlcn3_medium,MGlcn3_medium
EX_MGlcn3_rl_medium,1e-06,EX_MGlcn3_rl_medium,MGlcn3_rl_medium
EX_MGlcn65_rl_medium,1e-06,EX_MGlcn65_rl_medium,MGlcn65_rl_medium
EX_MGlcn66_rl_medium,1e-06,EX_MGlcn66_rl_medium,MGlcn66_rl_medium
EX__2obut_medium,1e-06,EX__2obut_medium,_2obut_medium
EX__4hpro_LT_medium,1e-06,EX__4hpro_LT_medium,_4hpro_LT_medium
EX_acgal_medium,1e-06,EX_acgal_medium,acgal_medium
EX_acnam2a6agal_medium,1e-06,EX_acnam2a6agal_medium,acnam2a6agal_medium
EX_acnam_medium,1e-06,EX_acnam_medium,acnam_medium
EX_adn_medium,1e-06,EX_adn_medium,adn_medium
EX_agam1b3agal_medium,1e-06,EX_agam1b3agal_medium,agam1b3agal_medium
EX_arab_L_medium,6e-07,EX_arab_L_medium,arab_L_medium
EX_arg_L_medium,2.5180997170063453e-05,EX_arg_L_medium,arg_L_medium
EX_asn_L_medium,1e-06,EX_asn_L_medium,asn_L_medium
EX_cgly_medium,5.817267841386134e-07,EX_cgly_medium,cgly_medium
EX_cholate_medium,1e-06,EX_cholate_medium,cholate_medium
EX_chor_medium,1e-06,EX_chor_medium,chor_medium
EX_core3_medium,1e-06,EX_core3_medium,core3_medium
EX_cytd_medium,1e-06,EX_cytd_medium,cytd_medium
EX_dad_2_medium,1.4268208133691514e-06,EX_dad_2_medium,dad_2_medium
EX_dcyt_medium,1e-06,EX_dcyt_medium,dcyt_medium
EX_dsT_antigen_rl_medium,1e-06,EX_dsT_antigen_rl_medium,dsT_antigen_rl_medium
EX_etoh_medium,4.6214971215333296e-05,EX_etoh_medium,etoh_medium
EX_fuc_L_medium,1e-06,EX_fuc_L_medium,fuc_L_medium
EX_gal_medium,4.350000000000001e-06,EX_gal_medium,gal_medium
EX_galur_medium,1e-06,EX_galur_medium,galur_medium
EX_glcur_medium,1e-06,EX_glcur_medium,glcur_medium
EX_glu_L_medium,2.77575205524983e-05,EX_glu_L_medium,glu_L_medium
EX_glyclt_medium,1e-06,EX_glyclt_medium,glyclt_medium
EX_gncore1_rl_medium,1e-06,EX_gncore1_rl_medium,gncore1_rl_medium
EX_gsn_medium,1e-06,EX_gsn_medium,gsn_medium
EX_gua_medium,1e-06,EX_gua_medium,gua_medium
EX_h2o_medium,3.5107519703795204e-05,EX_h2o_medium,h2o_medium
EX_h2s_medium,1e-06,EX_h2s_medium,h2s_medium
EX_ins_medium,1e-06,EX_ins_medium,ins_medium
EX_isobut_medium,1e-06,EX_isobut_medium,isobut_medium
EX_lac_L_medium,1e-06,EX_lac_L_medium,lac_L_medium
EX_leu_L_medium,2.8678383302838494e-06,EX_leu_L_medium,leu_L_medium
EX_lys_L_medium,2.1806541809750454e-06,EX_lys_L_medium,lys_L_medium
EX_o2_medium,1e-06,EX_o2_medium,o2_medium
EX_orn_medium,4.0836462395862374e-07,EX_orn_medium,orn_medium
EX_ser_L_medium,2.7588476132661297e-05,EX_ser_L_medium,ser_L_medium
EX_sucr_medium,7.259154052363049e-06,EX_sucr_medium,sucr_medium
EX_thr_L_medium,4.2150095686286495e-06,EX_thr_L_medium,thr_L_medium
EX_xyl_D_medium,1e-06,EX_xyl_D_medium,xyl_D_medium
