,metabolite_id,metabolite_name,cross_feeding,produced_by,consumed_by
0,_26dap_M_medium,"meso-2,6-Diaminoheptanedioate",False,[],[]
1,_4abut_medium,4-Aminobutanoate,False,[],[]
2,C02528_medium,chenodeoxycholate,False,[],[]
3,MGlcn100_medium,mucin-type O-glycan No 100,False,[],[]
4,MGlcn100_rl_medium,released mucin-type O-glycan No 100,False,[],[]
5,MGlcn101_medium,mucin-type O-glycan No 101,False,[],[]
6,MGlcn101_rl_medium,released mucin-type O-glycan No 101,False,[],[]
7,MGlcn102_medium,mucin-type O-glycan No 102,False,[],[]
8,MGlcn102_rl_medium,released mucin-type O-glycan No 102,False,[],[]
9,MGlcn103_medium,mucin-type O-glycan No 103,False,[],[]
10,MGlcn103_rl_medium,released mucin-type O-glycan No 103,False,[],[]
11,MGlcn104_medium,mucin-type O-glycan No 104,False,[],[]
12,MGlcn104_rl_medium,released mucin-type O-glycan No 104,False,[],[]
13,MGlcn105_medium,mucin-type O-glycan No 105,False,[],[]
14,MGlcn105_rl_medium,released mucin-type O-glycan No 105,False,[],[]
15,MGlcn106_medium,mucin-type O-glycan No 106,False,[],[]
16,MGlcn106_rl_medium,released mucin-type O-glycan No 106,False,[],[]
17,MGlcn107_medium,mucin-type O-glycan No 107,False,[],[]
18,MGlcn107_rl_medium,released mucin-type O-glycan No 107,False,[],[]
19,MGlcn108_medium,mucin-type O-glycan No 108,False,[],[]
20,MGlcn108_rl_medium,released mucin-type O-glycan No 108,False,[],[]
21,MGlcn109_medium,mucin-type O-glycan No 109,False,[],[]
22,MGlcn109_rl_medium,released mucin-type O-glycan No 109,False,[],[]
23,MGlcn10_medium,mucin-type O-glycan No 10,False,[],[]
24,MGlcn10_rl_medium,released mucin-type O-glycan No 10,False,[],[]
25,MGlcn110_medium,mucin-type O-glycan No 110,False,[],[]
26,MGlcn110_rl_medium,released mucin-type O-glycan No 110,False,[],[]
27,MGlcn111_medium,mucin-type O-glycan No 111,False,[],[]
28,MGlcn111_rl_medium,released mucin-type O-glycan No 111,False,[],[]
29,MGlcn112_medium,mucin-type O-glycan No 112,False,[],[]
30,MGlcn112_rl_medium,released mucin-type O-glycan No 112,False,[],[]
31,MGlcn113_medium,mucin-type O-glycan No 113,False,[],[]
32,MGlcn113_rl_medium,released mucin-type O-glycan No 113,False,[],[]
33,MGlcn114_medium,mucin-type O-glycan No 114,False,[],[]
34,MGlcn114_rl_medium,released mucin-type O-glycan No 114,False,[],[]
35,MGlcn115_medium,mucin-type O-glycan No 115,False,[],[]
36,MGlcn115_rl_medium,released mucin-type O-glycan No 115,False,[],[]
37,MGlcn116_medium,mucin-type O-glycan No 116,False,[],[]
38,MGlcn116_rl_medium,released mucin-type O-glycan No 116,False,[],[]
39,MGlcn117_medium,mucin-type O-glycan No 117,False,[],[]
40,MGlcn117_rl_medium,released mucin-type O-glycan No 117,False,[],[]
41,MGlcn118_medium,mucin-type O-glycan No 118,False,[],[]
42,MGlcn118_rl_medium,released mucin-type O-glycan No 118,False,[],[]
43,MGlcn119_medium,mucin-type O-glycan No 119,False,[],[]
44,MGlcn119_rl_medium,released mucin-type O-glycan No 119,False,[],[]
45,MGlcn120_medium,mucin-type O-glycan No 120,False,[],[]
46,MGlcn120_rl_medium,released mucin-type O-glycan No 120,False,[],[]
47,MGlcn121_medium,mucin-type O-glycan No 121,False,[],[]
48,MGlcn121_rl_medium,released mucin-type O-glycan No 121,False,[],[]
49,MGlcn122_medium,mucin-type O-glycan No 122,False,[],[]
50,MGlcn122_rl_medium,released mucin-type O-glycan No 122,False,[],[]
51,MGlcn123_medium,mucin-type O-glycan No 123,False,[],[]
52,MGlcn123_rl_medium,released mucin-type O-glycan No 123,False,[],[]
53,MGlcn124_medium,mucin-type O-glycan No 124,False,[],[]
54,MGlcn124_rl_medium,released mucin-type O-glycan No 124,False,[],[]
55,MGlcn126_medium,mucin-type O-glycan No 126,False,[],[]
56,MGlcn126_rl_medium,released mucin-type O-glycan No 126,False,[],[]
57,MGlcn127_medium,mucin-type O-glycan No 127,False,[],[]
58,MGlcn127_rl_medium,released mucin-type O-glycan No 127,False,[],[]
59,MGlcn128_medium,mucin-type O-glycan No 128,False,[],[]
60,MGlcn128_rl_medium,released mucin-type O-glycan No 128,False,[],[]
61,MGlcn129_medium,mucin-type O-glycan No 129,False,[],[]
62,MGlcn129_rl_medium,released mucin-type O-glycan No 129,False,[],[]
63,MGlcn12_medium,mucin-type O-glycan No 12,False,[],[]
64,MGlcn12_rl_medium,released mucin-type O-glycan No 12,False,[],[]
65,MGlcn130_medium,mucin-type O-glycan No 130,False,[],[]
66,MGlcn130_rl_medium,released mucin-type O-glycan No 130,False,[],[]
67,MGlcn131_medium,mucin-type O-glycan No 131,False,[],[]
68,MGlcn131_rl_medium,released mucin-type O-glycan No 131,False,[],[]
69,MGlcn132_medium,mucin-type O-glycan No 132,False,[],[]
70,MGlcn132_rl_medium,released mucin-type O-glycan No 132,False,[],[]
71,MGlcn133_medium,mucin-type O-glycan No 133,False,[],[]
72,MGlcn133_rl_medium,released mucin-type O-glycan No 133,False,[],[]
73,MGlcn134_medium,mucin-type O-glycan No 134,False,[],[]
74,MGlcn134_rl_medium,released mucin-type O-glycan No 134,False,[],[]
75,MGlcn135_medium,mucin-type O-glycan No 135,False,[],[]
76,MGlcn135_rl_medium,released mucin-type O-glycan No 135,False,[],[]
77,MGlcn136_medium,mucin-type O-glycan No 136,False,[],[]
78,MGlcn136_rl_medium,released mucin-type O-glycan No 136,False,[],[]
79,MGlcn137_medium,mucin-type O-glycan No 137,False,[],[]
80,MGlcn137_rl_medium,released mucin-type O-glycan No 137,False,[],[]
81,MGlcn138_medium,mucin-type O-glycan No 138,False,[],[]
82,MGlcn138_rl_medium,released mucin-type O-glycan No 138,False,[],[]
83,MGlcn139_medium,mucin-type O-glycan No 139,False,[],[]
84,MGlcn139_rl_medium,released mucin-type O-glycan No 139,False,[],[]
85,MGlcn13_medium,mucin-type O-glycan No 13,False,['Bacteroides'],[]
86,MGlcn13_rl_medium,released mucin-type O-glycan No 13,False,[],[]
87,MGlcn140_medium,mucin-type O-glycan No 140,False,[],[]
88,MGlcn140_rl_medium,released mucin-type O-glycan No 140,False,[],[]
89,MGlcn141_medium,mucin-type O-glycan No 141,False,[],[]
90,MGlcn141_rl_medium,released mucin-type O-glycan No 141,False,[],[]
91,MGlcn142_medium,mucin-type O-glycan No 142,False,[],[]
92,MGlcn142_rl_medium,released mucin-type O-glycan No 142,False,[],[]
93,MGlcn143_medium,mucin-type O-glycan No 143,False,[],[]
94,MGlcn143_rl_medium,released mucin-type O-glycan No 143,False,[],[]
95,MGlcn144_medium,mucin-type O-glycan No 144,False,[],[]
96,MGlcn144_rl_medium,released mucin-type O-glycan No 144,False,[],[]
97,MGlcn145_medium,mucin-type O-glycan No 145,False,[],[]
98,MGlcn145_rl_medium,released mucin-type O-glycan No 145,False,[],[]
99,MGlcn146_medium,mucin-type O-glycan No 146,False,[],[]
100,MGlcn146_rl_medium,released mucin-type O-glycan No 146,False,[],[]
101,MGlcn147_medium,mucin-type O-glycan No 147,False,[],[]
102,MGlcn147_rl_medium,released mucin-type O-glycan No 147,False,[],[]
103,MGlcn148_medium,mucin-type O-glycan No 148,False,[],[]
