,flux,reaction,metabolite
EX_C02528_medium,-1e-06,EX_C02528_medium,C02528_medium
EX_HC02194_medium,-1e-06,EX_HC02194_medium,HC02194_medium
EX_Lcyst_medium,0.0,EX_Lcyst_medium,Lcyst_medium
EX_Lcystin_medium,0.0,EX_Lcystin_medium,Lcystin_medium
EX_MGlcn100_medium,0.0,EX_MGlcn100_medium,MGlcn100_medium
EX_MGlcn100_rl_medium,0.0,EX_MGlcn100_rl_medium,MGlcn100_rl_medium
EX_MGlcn101_medium,0.0,EX_MGlcn101_medium,MGlcn101_medium
EX_MGlcn101_rl_medium,0.0,EX_MGlcn101_rl_medium,MGlcn101_rl_medium
EX_MGlcn102_medium,0.0,EX_MGlcn102_medium,MGlcn102_medium
EX_MGlcn102_rl_medium,0.0,EX_MGlcn102_rl_medium,MGlcn102_rl_medium
EX_MGlcn103_medium,0.0,EX_MGlcn103_medium,MGlcn103_medium
EX_MGlcn103_rl_medium,0.0,EX_MGlcn103_rl_medium,MGlcn103_rl_medium
EX_MGlcn104_medium,0.0,EX_MGlcn104_medium,MGlcn104_medium
EX_MGlcn104_rl_medium,0.0,EX_MGlcn104_rl_medium,MGlcn104_rl_medium
EX_MGlcn105_medium,0.0,EX_MGlcn105_medium,MGlcn105_medium
EX_MGlcn105_rl_medium,0.0,EX_MGlcn105_rl_medium,MGlcn105_rl_medium
EX_MGlcn106_medium,0.0,EX_MGlcn106_medium,MGlcn106_medium
EX_MGlcn106_rl_medium,0.0,EX_MGlcn106_rl_medium,MGlcn106_rl_medium
EX_MGlcn107_medium,0.0,EX_MGlcn107_medium,MGlcn107_medium
EX_MGlcn107_rl_medium,0.0,EX_MGlcn107_rl_medium,MGlcn107_rl_medium
EX_MGlcn108_medium,0.0,EX_MGlcn108_medium,MGlcn108_medium
EX_MGlcn108_rl_medium,0.0,EX_MGlcn108_rl_medium,MGlcn108_rl_medium
EX_MGlcn109_medium,0.0,EX_MGlcn109_medium,MGlcn109_medium
EX_MGlcn109_rl_medium,0.0,EX_MGlcn109_rl_medium,MGlcn109_rl_medium
EX_MGlcn10_medium,0.0,EX_MGlcn10_medium,MGlcn10_medium
EX_MGlcn10_rl_medium,0.0,EX_MGlcn10_rl_medium,MGlcn10_rl_medium
EX_MGlcn110_medium,0.0,EX_MGlcn110_medium,MGlcn110_medium
EX_MGlcn110_rl_medium,0.0,EX_MGlcn110_rl_medium,MGlcn110_rl_medium
EX_MGlcn111_medium,0.0,EX_MGlcn111_medium,MGlcn111_medium
EX_MGlcn111_rl_medium,0.0,EX_MGlcn111_rl_medium,MGlcn111_rl_medium
EX_MGlcn112_medium,0.0,EX_MGlcn112_medium,MGlcn112_medium
EX_MGlcn112_rl_medium,0.0,EX_MGlcn112_rl_medium,MGlcn112_rl_medium
